title,price,کاربری,کشور برند,ابعاد (میلیمتر),وزن (کیلوگرم),جنس بدنه,شرکت سازنده پردازنده,نوع سری پردازنده,نسل پردازنده,سری پردازنده,مدل,فرکانس پایه,فرکانس افزایشی,حافظه کش,تعداد هسته,تعداد رشته,فناوری ساخت پردازنده,معماری ساخت,مصرف برق پردازنده,مقدار حافظه رم,نوع رم,باس رم,تعداد اسلات رم,قابلیت ارتقاء رم,نوع حافظه,ظرفیت SSD,نوع اتصال SSD,تعداد اسلات SSD,شرکت سازنده گرافیک,نوع گرافیک,مدل گرافیک,حجم گرافیک,رم گرافیک,رابط حافظه,توان گرافیک,توان افزایشی,DirectX,PCIe,سایز صفحه نمایش (اینچ),پنل تصویر,نوع نمایش تصویر,وضوح تصویر,رزولوشن,نرخ تصویر,نسبت تصویر,Adobe RGB,sRGB,Type-C,USB 3.2,ظرفیت و نوع,جنس باطری,میزان شارژ دهی,توان آداپتور,نوع نمایش نور کیبورد,تعداد اسپیکر,نوع اسپیکر,تعداد فن,محتویات جعبه
لپ تاپ ایسوس FX507ZM | 32GB RAM | 1TB SSD | i7 | 6GB VGA ا ASUS FX507ZM,۱۲ فروشنده دیگر,"برنامه نویسی, تدوین, طراحی, گیمینگ",تایوان,354x251x22.4,2.2,پلاستیک,Intel,Alder Lake-P,نسل 12,Core i7,12700H,2.3GHz,4.7GHz,24MB,14,20,10 نانومتری,x86,45 وات,32GB,DDR5,4800MHz,2,Up to 40GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3060,6GB,GDDR6,192Bit,115 وات,140 وات,DirectX 12,4.0,15.6,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,"(DisplayPort), (Thunderbolt 4), 2",2,4Cell 90WHr,لیتیوم یون,2 الی 3 ساعت,240 وات,Backlit Chiclet Keyboard RGB,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ لنوو Ideapad L3 | 4GB RAM | 1TB SSD | i3 ا Lenovo Ideapad L3,۴ فروشنده دیگر,,,,,,,,,10Gen\Comet Lake,,2.10GHz,,,,,,,,,,,2×,,,,,,,,NVIDIA GeForce MX130,,,,,,,,,,,768×1366 @ HD,,,,,,,,,,,,,,,,
لپ تاپ ۱7 اینچی ایسوس مدل ASUS TUF Gaming FA707RW ا ASUS TUF Gaming FA707RW 17 inch laptop,۴ فروشنده دیگر,"تدوین, طراحی سنگین, گیمینگ",تایوان,394x264x25.4,2.6,فلز آلومینیوم، پلاستیک,AMD,AMD Rembrandt (Zen 3+),نسل 6,Ryzen 7,6800H,3.2GHz,4.7GHz,16MB,8,16,6 نانومتری,x86,45 وات,8GB,DDR5,4800MHz,2,Up to 32GB,SSD,512GB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3070 Ti,8GB,GDDR6,256Bit,140 وات,115 وات,DirectX 12,4.0,17.3,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,"(Power Delivery), 2",2,4Cell 90WHr,لیتیوم یون,1 الی 3 ساعت,200 وات,RGB backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر, کیف, ماوس"
لپ تاپ 15.6 اینچی ام اس آی مدل Modern 15 - B13M Core i5 1355U 8-512GB,از ۳۳٫۹۸۱٫۰۰۰ تومان,,,359x241x19.9 میلی متر,,,,Raptor Lake,نسل 13,1335U,,,,12 مگابایت,10 هسته حقیقی+ 12 هسته مجازی,,10 نانومتری,x86,15 وات,,,,2 عدد,,,,PCIe NVMe Gen 3.0,2 عدد,,,,,,,,,,,,IPS,,,,60 هرتز,16:9,,,,,,,,65 وات,,2 عدد,,,
لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 5 -i7 -16GB-512GB,از ۸۹٫۵۸۹٫۰۰۰ تومان,,,,,تمام آلومنیوم,,,نسل 12 اینتل,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:2,,,,,,,,,,,,,
لپ تاپ 14 اینچی اچ پی مدل Pavilion x360 14t EK000 - 5B پردازنده Core i5 رم 8GB حافظه 1TB SSD گرافیک Intel ا HP Pavilion x360 14t EK000 - 5B Core i5 1235U 8GB 1TB SSD Intel Full HD Touch Laptop,از ۴۱٫۸۰۰٫۰۰۰ تومان,,,322x210x18 میلی‌متر,,,,Alder Lake,نسل 12,1235U,,,,12 مگابایت,10 هسته حقیقی+ 12 هسته مجازی,,10 نانومتری,,15 وات,,,,Onbord,,SSD,,PCIe NVMe,1عدد,,,,,,,,,,,,,,FHD,1080x1920,60 هرتز,16:9,,,,,,,,,Backlit,2 عدد,,,
لپ تاپ اچ پی زدبوک جی 6 HP Zbook 15u G6 i7-8665u.16.512.4G,۶ فروشنده دیگر,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ DELL مدل Inspiron N5010,۴٫۹۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو V15 | 12GB RAM | 256GB SSD | i3 | 2GB VGA ا Laptop Lenovo V15,از ۱۶٫۴۰۰٫۰۰۰ تومان,"دانش آموزی, روزمره, وب گردی",چین,359.2x235.8x19.9,1.7,پلاستیک,Intel,Tiger Lake,نسل 11,Core i3,1115G4,3.0GHz,4.1GHz,6MB,2,4,10 نانومتری,x86,28 وات,12GB,DDR4,3200MHz,1,Up to 12GB,HDD,256GB,,1,NVIDIA,GeForce,MX350,2GB,GDDR5,64Bit,,,DirectX 12,3.0,15.6,TN,,Full HD,1920x1080,60Hz,16:9,,,1,1,2Cell 38WHrs,لیتیوم پلیمر,1 الی 2 ساعت,65 وات,,2 عدد,Dolby Audio,1,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ 15 اینچی لنوو مدل Lenovo IdeaPad Gaming 3 - ZA ا Lenovo i7 12650H - 16GB - 1SSD - 6GB RTX 3060 - 120Hz - FULL HD,از ۵۰٫۶۸۲٫۰۰۰ تومان,,,,2.3,,,,,Corei7,,,,,10,16,,,,,,3200MHZ,,,,,,,,,,,,192Bit,105 وات,,,,,IPS,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ 13 اینچی مایکروسافت  Surface Laptop 4 گرافیک AMD ا MICROSOFT Surface Laptop 4 Ryzen 5 4680U 8GB 128GB SSD  AMD Radeon Graphics 13 INCH LAPTOP,۱ فروشنده دیگر,,,,,,,,,Ryzen 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ اچ پی مدل HP ZBook 17 G3 – i7 6820HQ 16G 512GSSD 4G M3000M ا hp zbook 17 g3 core i7 6th 16gig 512ssd graphic 4,۲ فروشنده دیگر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس  X515JP | 8GB RAM | 512GB SSD | 1TB HDD | i7 | 2GB VGA ا Asus  VivoBook  X515JP,از ۲۷٫۱۴۵٫۰۰۰ تومان,,,,1.8,,,,,Corei7,,,,,4,8,,,,,,3200MHZ,,,,,,,,,,,,64Bit,ندارد,,,,,TFT,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ ایسوس VivoBook Pro M6500QH-B 15inch,۳۴٫۹۵۰٫۰۰۰ تومان,"بازی و حرفه ای, مهندسی و مدیریتی, مولتی مدیا و طراحی",,,,,,,,5600H,,,,20M,8 هسته حقیقی + 16 هسته مجازی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی هوآوی مدل Huawei MateBook D15 BoB-WAH9,۲۵٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus TUF FX517ZC i5 12450H 16 1SSD 4 3050 FHD ا لپ تاپ ایسوس FX517 ZC,۳ فروشنده دیگر,"برنامه نویسی, تدوین, گیمینگ",تایوان,354x251x20.7,2.0,پلاستیک,Intel,Alder Lake,نسل 12,Core i5,12450H,2.0GHz,4.4GHz,12MB,8,12,10 نانومتری,x86,45 وات,16GB,DDR5,4800MHz,2,Up to 40GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3050,4GB,GDDR6,128Bit,60 وات,75 وات,DirectX 12,4.0,15.6,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,"(DisplayPort), (Power Delivery), (Thunderbolt 4), 2",2,4Cell 76WHr,لیتیوم یون,1 الی 3 ساعت,180 وات,White Backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ مایکروسافت  8GB RAM | 512GB SSD | i5 | Surface 4 ا Laptop Surface 4,از ۵۴٫۰۰۰٫۰۰۰ تومان,,,,,تمام آلومنیوم,,,نسل 11 اینتل,Core i5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:2,,,,,,,,,,,,,
لپ تاپ ایسوس مدل راگ فلو A - X16 GV601RM ا Asus ROG Flow X16 GV601RM R9 6900HS 16GB 1TB SSD 6GB QHD Laptop,۱ فروشنده دیگر,,,,,,,,,Ryzen 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس R565EP | 4GB RAM | 512GB SSD | i3 | 2GB VGA ا Laptop Asus R565EP,از ۲۳٫۳۰۰٫۰۰۰ تومان,"حسابداری, دانش آموزی, روزمره",تایوان,360x235x19.9,1.8,پلاستیک,Intel,Tiger Lake,نسل 11,Core i3,1115G4,3.0GHz,4.1GHz,6MB,2,4,10 نانومتری,x86,28 وات,4GB,DDR4,2666MHz,1,Up to 12GB,SSD,512GB,PCIe NVMe,1,NVIDIA,GeForce,MX330,2GB,GDDR5,64Bit,,,DirectX 12,,15.6,IPS,Wide View,Full HD,1920x1080,60Hz,16:9,,,1,1,2Cell 37WHrs,لیتیوم یون,1 الی 2 ساعت,45 وات,White Backlit,2 عدد,SonicMaster,1,"دفترچه راهنما, شارژر, کابل شارژر"
تبلت مایکروسافت مدل Surface Pro 8 - B ظرفیت 128 گیگابایت ا Microsoft Surface Pro 8 - B - 128GB Tablet,۳۸٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI GF66 12UC Core i5 (12450H) - 8GB DDR5 - 512GB SSD - 4GB (RTX 3050) Laptop,۱ فروشنده دیگر,,,,,,,,12TH,,,,,24 MB,,,,,,,DDR5 4800MHZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ مایکروسافت  8GB RAM | 256GB SSD | i5 | Surface 2 ا Laptop Microsoft Surface 2,۱ فروشنده دیگر,,,,,,,,,Core i5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس مدل ASUS FX517ZC-XA|i7 12650H-16GB-1TB SSD-4GB RTX 3050-Full HD 144Hz PACK,از ۴۸٫۸۰۰٫۰۰۰ تومان,,,359 × 256 × 22,,,,Alder Lake,نسل 12,12650H,,,,24 مگابایت حافظه کش,10 هسته حقیقی + 16 رشته مجازی,,10 نانومتری,x86,45 وات,,,,2 عدد,,SSD,,PCIe NVMe,2 عدد,,GeForce,,,,,,,DirectX 12,,,IPS,,,1080x1920,144 هرتز,16:9,,,,,,,,180 وات,White Backlit,2 عدد,Dolby Atmos,,
لپتاپ TUF Dash F15 FX517ZR-NF ایسوس,از ۶۶٫۵۰۰٫۰۰۰ تومان,"برنامه نویسی, تدوین, طراحی, گیمینگ",تایوان,354x251x20.7,2.0,فلز، پلاستیک,Intel,Alder Lake,نسل 12,Core i7,12650H,2.3GHz,4.7GHz,24MB,10,16,10 نانومتری,x86,45 وات,32GB,DDR5,4800MHz,2,,SSD,2TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3070,8GB,GDDR6,256Bit,80 وات,105 وات,DirectX 12,4.0,15.6,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,"(DisplayPort), (Power Delivery), (Thunderbolt 4), 2",2,4Cell 76WHr,لیتیوم یون,2 الی 3 ساعت,200 وات,White Backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ لنوو V15 | 8GB RAM | 512GB SSD | 2GB VGA| i3 ا Laptop Lenovo V15,از ۱۶٫۵۰۰٫۰۰۰ تومان,,,,,,,,11,Core i3,,,,,2,,,,28 وات,,,3200 مگاهرتز,,,,,,,,,,,,,,,,,,,,1920x1080 پیکسل - Full HD,,,,,,,,,,,,,,,,
Gigabyte Aero 16XE4 i7(12700H)/16Gb/1tb SSD/8Gb RTX 3070 Ti/15'6 4k,۶۶٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ  ام اس ای Stealth 15M | 16GB RAM | 512GB SSD | i7 | 6GB VGA ا MSI Stealth 15M A11UEK,۱ فروشنده دیگر,,,,,,,,,Core i7,,,,12 مگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسر NITRO 5 AN515 I9(12900H) 16 1 6(3060),از ۶۷٫۴۹۰٫۰۰۰ تومان,,,,2.3,,,,,Corei9,,,,,14,20,,,,,,4800MHz,,,,,,,,,,,,192Bit,140 وات,,,,,IPS,,FULL HD,1080×1920,,,,,,,,,,,,,,,
لپ تاپ لنوو گیمینگ 3 نسل 12 | مدل Lenovo Gaming 3 2022,۳۳٫۹۰۰٫۰۰۰ تومان,,,359.6×251.9×24.2,2.25,,,,,Core i5,GTX1650,3.1GHz,4.4GHz,8MB,4,8,,,,,DDR4,3200MHz,,Up to 32GB,SSD,,,,,GEFORCE,,4GB,GDDR6,128Bit,,,,,15.6,IPS,,FULL HD,1080 × 1920,60Hz,,,,,,3Cell 45WHr,,,,,,,,
مک بوک پرو 16GB RAM | 1TB SSD | 4GB VGA | i9 | MVVK2 ا MacBook Pro MVVK2,۱ فروشنده دیگر,,,,,,,,,Core i9,,,,,,,,,,,,,,,GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس مدل R565EP | 12GB RAM | 512GB HDD | I7 | 2GB VGA ا Asus VivoBook R565EP,از ۳۴٫۰۰۰٫۰۰۰ تومان,,,,,پلی کربنات+ABS,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو  IdeaPad3 | 12GB RAM | 128GB SSD | 1TB HDD | i3 ا Lenovo Ideapad 3,از ۱۶٫۴۹۹٫۰۰۰ تومان,,,,,,,,,Core i3,,,,,,,,,,,,,,,SSD M.2 NVMe,,,,,,,,,,,,,,,,,,,,16:9,,,,,,,,,,,,,
لپ تاپ اچ پی 250 G7 ا HP 250 G7 Celeron (N4020) 4GB 1TB Intel HD Laptop,۷ فروشنده دیگر,,,,1.78,,,,,Celeron,,,,,2,4,,,,,,2400MHz,,,,,,,,,,,,,,,,,,TN,,HD,768*1366,,,,,,,,,,,,,,,
لپ تاپ لنوو Lenovo ideaPad 3 پردازنده CELERON N4020 رم 4GB حافظه 1TB+512GB SSD گرافیک INTEL – مشکی – HD ا Lenovo ideaPad 3 - CELERON : N4020 - 4GB - 1TB+512GB SSD - INTEL- HD,۱۰٫۳۰۰٫۰۰۰ تومان,,,,,,,,,N4020,,1.1 گیگاهرتز,2.8 گیگاهرتز,4 مگابایت,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,60HZ,,,,,,,,,,,,,,
ASUS TUF Gaming A17 FA707RC Ryzen 7 (6800H) - 16GB - 512GB SSD - 4GB (RTX3050) Laptop,۳ فروشنده دیگر,,,,,,,,,Ryzen 7,,,,,8,,,,,,,,,,,,,,,,,,GDDR6,,,,,,,,,1920x1080 پیکسل - Full HD,,,,,,,,,,,,,,,,
ASUS M16 GU603ZW ZEPHYRUS,۱ فروشنده دیگر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"لپ تاپ SAMSUNG Notebook NP370E5L i7-6700HQ,16G,256GB SSD,2GB Geforce 920MX,15.6″FHD",۱۷٫۵۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus ROG strix G15 G513QE Ryzen9 5900HX 16 1SSD 4 3050TI FHD ا لپ تاپ ایسوس G513 QE,از ۵۹٫۷۹۹٫۰۰۰ تومان,,,354x259x26,2.1,,,,,Ryzen 9,RTX 3050TI,3.3GHz,4.6GHz,,8,16,,,,,,,,,GDDR6,,,,,,,,,128Bit,,95 وات,,,,IPS(WV),,FULL HD,1080 × 1920,,,,,,,4Cell 56WHr,,,,,,,,
لپ تاپ ایسوس TUF Gaming F15 FX506HM | 16GB RAM | 512GB SSD | i7 | 4GB VGA ا Asus TUF Gaming F15 FX506HE,۲ فروشنده دیگر,,,,2.3,,,,,Corei7,,,,,8,16,,,,,,3200MHZ,,,,,,,,,,,,192Bit,90 تا 95 وات,,,,,IPS,,FULL HD,1080×1920,,,,,,,,,,,,,,,
لپ تاپ 13 اینچی Apple مدل MacBook Air A1466 2017 I5-8-256,۱ فروشنده دیگر,,,,,,,,,Core i5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 17 اینچی اچ پی مدل HP Omen 17T - CK000 - E ا HP Core i9 11900H - 32GB - 1TB SSD - 16GB RTX3080 - 144Hz - FULL HD,۱ فروشنده دیگر,,,,,,,,,,,,,,8 هسته حقیقی + 16 هسته مجازی,,,,,,,,,,,,,,,,NVIDIA Geforce RTX 3080 | 16GB GDDR6 256bit,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ  لنوو V15 | 16GB RAM | 1TB HDD | 256GB SSD | i5 | 2GB VGA ا Laptop Lenovo V15,از ۲۵٫۰۰۰٫۰۰۰ تومان,"دانشجویی, روزمره",چین,359.2x235.8x19.9,1.7,پلاستیک,Intel,Tiger Lake,نسل 11,Core i5,1135G7,2.4GHz,4.2GHz,8MB,4,8,10 نانومتری,x86,28 وات,16GB,DDR4,3200MHz,1,Up to 16GB,"HDD, SSD",256GB,PCIe NVMe,1,NVIDIA,GeForce,MX350,2GB,GDDR5,64Bit,,,DirectX 12,3.0,15.6,TN,,Full HD,1920x1080,60Hz,16:9,,,1,1,2Cell 38WHrs,لیتیوم پلیمر,1 الی 2 ساعت,65 وات,,2 عدد,Dolby Audio,1,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ هواوی Huawei MateBook B7-410 ا Huawei MateBook B7-410 laptop,۶۰٫۰۰۰٫۰۰۰ تومان,,,,,,,,,Core i7-1165G7,,,,,,,,,,,,,,,,512 گیگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس 15.6 اینچی مدل ROG Strix G513RW پردازنده Ryzen 9 6900HX رم 16GB حافظه 1TB SSD گرافیک 8GB 3070Ti ا ROG Strix G513RW Ryzen 9 6900HX 16GB 1TB SSD 8GB RTX 3070Ti 2K Laptop,۱ فروشنده دیگر,"تدوین, طراحی سنگین, گیمینگ",تایوان,354x259x27.2,2.3,فلز، پلاستیک,AMD,Rembrandt H (Zen 3+),نسل 6,Ryzen 9,6900HX,3.3GHz,4.9GHz,20MB,8,16,6 نانومتری,x86,45 وات,16GB,DDR5,4800MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3070 Ti,8GB,GDDR6,256Bit,125 وات,150 وات,DirectX 12,4.0,15.6,IPS,Wide View,WQHD,2560x1440,165Hz,16:9,,,"(DisplayPort), (Power Delivery), 2",2,4Cell 90WHr,لیتیوم یون,2 الی 3 ساعت,280 وات,Backlit Chiclet Keyboard Per-Key RGB,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر, کوله پشتی, ماوس"
لپ تاپ 15 اینچی ایسوس مدل Asus ExpertBook B1500C - EJ3732 - i7 16GB 512GB Iris Xe ا ASUS Corei7 1165G7 - 16GB - 512SSD - Intel Iris X - FULL HD,۱ فروشنده دیگر,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو Legion 5 | 32GB RAM | 1TB SSD | i7 | 6GB VGA ا Laptop Lenovo Legion 5,از ۶۷٫۹۷۰٫۰۰۰ تومان,"برنامه نویسی, تدوین, طراحی, گیمینگ",چین,362.5x260.6x25.7,2.4,پلاستیک,Intel,Tiger Lake,نسل 11,Core i7,11800H,2.3GHz,4.6GHz,24MB,8,16,10 نانومتری,x86,45 وات,32GB,DDR4,3200MHz,2,,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3060,6GB,GDDR6,192Bit,130 وات,,DirectX 12,4.0,15.6,IPS,,Full HD,1920x1080,165Hz,16:9,,100%,"(Thunderbolt 4), 2",4,4Cell 60WHr,لیتیوم پلیمر,1 الی 2 ساعت,230 وات,4Zone RGB,2 عدد,Nahimic Audio,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ایسر 8GB RAM | 256GB SSD | 4GB VGA | i5 | AN515 ا Acer Nitro 5 AN515-55-50Z3,۲ فروشنده دیگر,,,26*266*390,2.7,,,,,Core i5,11400H,2.7GHz,4.5GHz,12MB,6,12,,,,,DDR4,3200MHz,,UP TO 32GB,SSD,,,,,NVIDIA,GTX1650,4GB,GDDR6,65W,,,,,15.6,IPS,,FULL HD,1080*1920,144Hz,,,,,,4CELL LITIOMI,,,,,,,,
لپ تاپ لنوو IdeaPad 3 | 12GB RAM | 1TB HDD | I7 | 2GB VGA ا LENOVO IdeaPad 3,از ۲۷٫۴۰۰٫۰۰۰ تومان,,,,,,,,,Core i7,,,,,,,,,,,,,,,HDD,,,,,,,,,,,,,,,,,,,60Hz,16:9,,,,,,,,,,,,,
لپ تاپ Surface Studio-C مایکروسافت ا 14 اینچی,۱۶۵٫۹۹۹٫۰۰۰ تومان,,,18.94×228.32×323.28 میلیمتر,,,,Tiger Lake,نسل 11,11370H,,,,12 مگابایت,4 هسته حقیقی + 8 هسته مجازی,,10 نانومتری,x86,35 وات,,,,Onbord,,,,,1عدد,,,,,,,,,,,,IPS,,,,120 هرتز,3:2,,,,,,,,,,,,,
لپ تاپ لنوو تیکنپد Lenovo Thinkpad X1,۴٫۹۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مک بوک پرو ۱۴ اینچ M2 پرو۲۰۲۳ مدل MPHJ3LL- 1TB ا Apple Macbook Pro 2023 M2 pro-MPHJ3LL,۳ فروشنده دیگر,,,312.7x221.2x15 میلی‌متر,,,,,,,,,,12 مگابایت,12 هسته,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ هوآوی مدل Huawei Matebook X Pro 2021 Laptop - ارسال 10 الی 15 روز کاری,۱۳۰٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس TUF Gaming F17 FX706HEB-A | 16GB RAM | 1TB SSD | I7 | 4GB VGA ا ASUS TUF Gaming F17 FX706HEB,۱ فروشنده دیگر,"برنامه نویسی, تدوین, گیمینگ",تایوان,399x269x22.1,2.6,پلاستیک,Intel,Tiger Lake,نسل 11,Core i7,11800H,2.3GHz,4.6GHz,24MB,8,16,10 نانومتری,x86,45 وات,16GB,DDR4,3200MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,1,NVIDIA,GeForce,RTX 3050 Ti,4GB,GDDR6,128Bit,60 وات,75 وات,DirectX 12,4.0,17.3,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,1,3,3Cell 48WHrs,لیتیوم یون,1 الی 2 ساعت,180 وات,Backlit Chiclet Keyboard 1-Zone RGB,2 عدد,Built-in array microphone,2,"دفترچه راهنما, شارژر, کابل شارژر"
لپ تاپ ام اس آی 13.4 اینچی مدل Summit E13 Flip Evo A12MT پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک Intel لمسی ا MSI Summit E13 Flip Evo A12MT Core i7 1280P 16GB 1TB SSD Intel Full HD IPS Touch Laptop,۳ فروشنده دیگر,,,,,,,,,Core i7,,,,12 مگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ استوک مایکروسافت Surface Pro 4 | 4GB RAM | 128GB SSD | i5 ا Laptop Microsoft Surface Pro 4,۱۰٫۹۰۰٫۰۰۰ تومان,,,,,,,,,i5,,,,,,,,,,,,,,,,,,,,,UHD Graphics 620,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو  IdeaPad L3| 8GB RAM | 1TB | i3 ا Lenovo IdeaPad L3,۵ فروشنده دیگر,,,363×254.6×22.9,2.2,,,,,Core i3,1115G4,3.0GHz,4.1GHz,6MB,2,4,,,,,DDR4,,,ندارد,HDD,,,,,UHD,,,,,,,,,15.6,TN,,FULL HD,1080 × 1920,60Hz,,,,,,3Cell 36WHr,,,,,,,,
لپ تاپ لنوو V15 | 8GB RAM | 1TB HDD | Ryzen 5 ا Laptop Lenovo V15,از ۱۸٫۵۵۰٫۰۰۰ تومان,,,,1.7,,,,,Ryzen 5,,,,,6,12,,,,,,3200MHZ,,,,,,,,,,,,,,,,,,TN,,FULL HD,1920×1080,,,,,,,,,,,,,,,
لپ تاپ ایسوس ProArt StudioBook H7600ZM - B,از ۱۰۲٫۴۱۳٫۰۰۰ تومان,,,,,,,,نسل 12 اینتل,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS ROG ZEPHYRUS,۵۳٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مک بوک پرو 14 اینچ M2 Max پردازنده 12core – 30core حافظه رم 32 گیگابایت هارد 1 ترابایت SSD نقره ای MPHK3,۲ فروشنده دیگر,,,355.7x248.1x16.8 میلی‌متر,,,,,,,,,,12 مگابایت,"محدوده سرعت پردازنده 3 تا 4 گیگاهرتز, 12 هسته",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی اچ پی مدل Pavilion x360 15t ER100 - 7B پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک Intel ا HP Pavilion x360 15t ER100 - 7B Core i7 1255U 32GB 1TB SSD Intel Full HD Touch Laptop,از ۵۵٫۶۰۰٫۰۰۰ تومان,,,322x210x18 میلی‌متر,,,,Alder Lake,نسل 12,1255U,,,,12 مگابایت,10 هسته حقیقی+ 12 هسته مجازی,,10 نانومتری,,15 وات,,,,2 عدد,,SSD,,PCIe NVMe,2 عدد,,,,,,,,,,,,,,FHD,1080x1920,60 هرتز,16:9,,,,,,,,,Backlit,2 عدد,,,
