title,price,کاربری,کشور برند,ابعاد (میلیمتر),وزن (کیلوگرم),جنس بدنه,شرکت سازنده پردازنده,نوع سری پردازنده,نسل پردازنده,سری پردازنده,مدل,فرکانس پایه,فرکانس افزایشی,حافظه کش,تعداد هسته,تعداد رشته,فناوری ساخت پردازنده,معماری ساخت,مصرف برق پردازنده,مقدار حافظه رم,نوع رم,باس رم,تعداد اسلات رم,قابلیت ارتقاء رم,نوع حافظه,ظرفیت SSD,نوع اتصال SSD,تعداد اسلات SSD,شرکت سازنده گرافیک,نوع گرافیک,مدل گرافیک,حجم گرافیک,رم گرافیک,رابط حافظه,توان گرافیک,توان افزایشی,DirectX,PCIe,سایز صفحه نمایش (اینچ),پنل تصویر,نوع نمایش تصویر,وضوح تصویر,رزولوشن,نرخ تصویر,نسبت تصویر,Adobe RGB,sRGB,Type-C,USB 3.2,ظرفیت و نوع,جنس باطری,میزان شارژ دهی,توان آداپتور,نوع نمایش نور کیبورد,تعداد اسپیکر,نوع اسپیکر,تعداد فن,محتویات جعبه
لپ تاپ 15.6 اینچی ایسوس مدل M513UA-BN716 ا VivoBook 15 M513UA Ryzen 7 5700U 16G 512SSD Radeon FHD,۵ فروشنده دیگر,,,,1.8,,,,,Ryzen 7,,,,,2,16,,,,,,3200MHZ,,,,,,,,,,,,,,,,,,WV,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ دل i7 رم16 هارد 512SSD گرافیک4 Dell Precision 5530 ا Dell Precision 5530,۲۹٫۵۰۰٫۰۰۰ تومان,"لپ تاپ خانگی و مالتی مدیا, لپ تاپ دانش آموزی, لپ تاپ سبک, لپ تاپ گیمینگ, لپ تاپ مهندسی",,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس 16 اینچی مدل ROG Zephyrus GU603ZW پردازنده Core i9 12900H رم 16GB حافظه 1TB SSD گرافیک 8GB 3070Ti ا ROG Zephyrus GU603ZW Core i9 12900H 16GB 1TB SSD 8GB 3070Ti WQXGA Laptop,از ۹۰٫۴۷۰٫۰۰۰ تومان,,,,2,,,,,Corei9,,,,,14,20,,,,,,4800MHz,,,,,,,,,,,,,120 وات,,,,,IPS,,WQXGA,1600*2560,,,,,,,,,,,,,,,
لپ تاپ 16 اینچی لنوو مدل Lenovo Legion 7 Pro - B ا Lenovo Core i9 13900HX - 32GB - 2SSD - 12GB RTX4080 - 240HZ - WQXGA,۵ فروشنده دیگر,,,363.4x262.15x25.9 میلیمتر,,,,,نسل 13,13900HX,,,,36 مگابایت,24 هسته حقیقی + 32 هسته مجازی,,10 نانومتری,x86,55 وات,,,,2 عدد,,,,"PCIe NVMe®, PCIe 4.0",2 عدد,,GeForce,,,,,,,,,,IPS,,,,240 هرتز,16:10,,100%,,,,,,330 وات,White backlight-Per-key RGB backlight,2 عدد,"Nahimic Audio, Harman Speakers",,
لپ تاپ ایسوس ROG Zephyrus Duo GX650RX - F,۱ فروشنده دیگر,"تدوین, طراحی سنگین, مالتی مدیا",تایوان,355x266x20.5,2.5,فلز، پلاستیک,AMD,Rembrandt H (Zen 3+),نسل 6,Ryzen 9,6900HX,3.3GHz,4.9GHz,20MB,8,16,6 نانومتری,x86,45 وات,32GB,DDR5,4800MHz,2,Up to 64GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3080 Ti,16GB,GDDR6,256Bit,140 وات,165 وات,DirectX 12,4.0,16.0,IPS,Wide View,WUXGA,1920x1200,240Hz,16:10,,,"(DisplayPort), (Power Delivery), 2",2,4Cell 90WHr,لیتیوم یون,2 الی 3 ساعت,280 وات,Backlit Chiclet Keyboard Per-Key RGB,6 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر, کوله پشتی, ماوس"
لپ تاپ اچ پی مدل Hp ENVY X360 15-EY0013DX R5-5625U/8GB/256SSD,۱ فروشنده دیگر,,,18.6 × 229 × 359,1.78,,,,,Ryzen 5,RX VEGA 7,2.3GHz,4.3GHz,,6,12,,,,,,,,,,,,,,,,,,,,,,,,IPS,,FULL HD,1080 × 1920,,,,,,,3Cell 51Whr,,,,,,,,
لپ تاپ نمایشگاهی ا ASUS E410MA Dark Blue,۲ فروشنده دیگر,,,,,,,,,Celeron,N4020,1.10 گیگاهرتز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ اچ پی 15 اینچ Hp 15T-DW300,۲۶٫۲۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,4 هسته ای,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 هرتز,,,,,,,,,,,,,,
لپ تاپ اپل مک بوک پرو مدل Apple 2023 MacBook Pro laptop 16.2-inch - ارسال 10 الی 15 روز کاری,۲۴۲٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی ام اس آی مدل Modern 15 - B13M Core i7 1355U 16-512GB,از ۴۱٫۸۹۸٫۰۰۰ تومان,,,,,,,,,Core i7,,,,,10,,,,15 وات,,,3200 مگاهرتز,ندارد,,,,,1 عدد,,,,,,,,,,,,,,1920x1080 پیکسل - Full HD,,,,,,,,,,,,تک رنگ سفید,,,,
15.6 اینچی مدل KATANA GF66 12UDO پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 4GB 3050TI ا MSI KATANA GF66 12UDO Core i7 12700H 16GB 1TB SSD 4GB 3050TI Full HD Laptop,از ۵۵٫۰۰۰٫۰۰۰ تومان,,,,,,,,,12th Gen\Alder Lake,,"2.3GHz @ هسته پُـر مصرف, 1.7GHz @ هسته کم مصرف",,,,,,,,,,,2×,,,1TB,,,,,NVIDIA GeForce RTX 3050 Ti,,,,,,,,,,,1080 × 1920 @ FULL HD,,,,,,,,,,,,,,,,
لپ تاپ ام اس آی 15.6 اینچی مدل Crosshair 15 B12UEZO پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 6GB 3060 ا MSI Crosshair 15 B12UEZO Core i7 12700H 16GB 1TB SSD 6GB 3060 QHD Laptop,۲ فروشنده دیگر,,,26.9×259×359,,,,Alder Lake-P,نسل 12,12700H,,,,24 مگابایت حافظه کش,14 هسته حقیقی + 20 هسته مجازی,,10 نانومتری,x86,45 وات,,,,2 عدد,,,,PCIe NVMe,,,GeForce,,,,,,,,,,IPS,,,,165 هرتز,,,,,,,,,,RGB backlit,2 عدد,Stereo,,
"لپ تاپ ایسوس G513RC گرافیک 4 گیگابایت ا ASUS G513RC R7(6800H) 16GB 512GB SSD 4GB(3050RTX) 15.6""FHD LAPTOP",۷ فروشنده دیگر,,,,,,,,,Ryzen 7,,,,,,,,,,,,,,,SSD M.2 NVMe Gen 4x4,,,,,,,,,,,,,,,,,,,144Hz,16:9,,,,,,,,,,,,,
لپ تاپ ایسوس FX517ZM | 16GB RAM | 512GB SSD | i7 | 6GB VGA ا ASUS TUF GAMING F17 FX517ZM,از ۵۸٫۳۹۹٫۰۰۰ تومان,,,20.7 × 251 × 354 میلیمتر,,,,Alder Lake-P,نسل 12,12650H,,,,24 مگابایت حافظه کش,10 هسته حقیقی + 16 رشته مجازی,,10 نانومتری,x86,45 وات,,,,2 عدد,,SSD,,"PCIe NVMe®, PCIe 4.0",2 عدد,,GeForce,,,,,,,DirectX 12,,,IPS,,,1080x1920,144 هرتز,16:9,,,,,,,,200 وات,White Backlit,2 عدد,Dolby Atmos,,
لپ تاپ مایکروسافت 16GB RAM | 512GB SSD | i7 | Surface 4 ا Laptop Surface 4,از ۷۶٫۰۱۹٫۰۰۰ تومان,,,,1.280,,,,,Corei7,,,,,4,8,,,,,,4267MHz,,,,,,,,,,,,,,,,,,Pixel Sence,,2K,1504 × 2256,,,,,,,,,,,,,,,
لپ تاپ دل مدل لتیتود 7420 ا Dell Latitude 7420 i7 1185G7 16GB 512GB Intel FHD Laptop,۷۸٫۵۹۹٫۰۰۰ تومان,,,,,,,,,Core i7,,,,12 مگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ‌ تاپ 15.6 اینچی ایسوس مدل ROG Zephyrus G15 GA503RM-HQ140 ا ROG Zephyrus Gaming G15 GA503RM-HQ140 R7-16-1TB SSD-6GB,۱۰۵٫۵۰۰٫۰۰۰ تومان,"تدوین, طراحی, گیمینگ, مالتی مدیا",تایوان,355x243x19.9,1.9,فلز، پلاستیک,AMD,AMD Rembrandt (Zen 3+),نسل 6,Ryzen 7,6800HS,3.2GHz,4.7GHz,16MB,8,16,6 نانومتری,x86,35 وات,16GB,DDR5,4800MHz,1,Up to 40GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3060,6GB,GDDR6,192Bit,100 وات,100 وات,DirectX 12,4.0,15.6,IPS,Wide View,WQHD,2560x1440,165Hz,16:9,,,"(DisplayPort), (Power Delivery), 2",2,4Cell 90WHr,لیتیوم یون,2 الی 3 ساعت,200 وات,Backlit Chiclet Keyboard 1-Zone RGB,4 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر, کیف, ماوس"
"لپ تاپ دل 15.6 اینچی مدل Dell G15 5511 Gaming Laptop پردازنده Core i7 11800H رم 16GB حافظه 512GB SSD گرافیک 4GB ا Dell G15 5511 Gaming Laptop - 15.6 inch FHD 120Hz Display - Intel Core i7-11800H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3050ti 4GBB",۱ فروشنده دیگر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچ Asus مدل Vivobook K6500ZH-HN117,۷ فروشنده دیگر,,,18.9×234.3×359.8 میلیمتر,,,,Alder Lake,نسل 12,12500H,,,,18مگابایت,12هسته حقیقی + 16هسته مجازی,,10 نانومتری,,45 وات,,,,1عدد,,SSD,,PCIe NVMe,1عدد,,GeForce,,,,,,50 وات,,,,,,Full HD,1080x1920,60 هرتز,16.9,,,,,,,,150 وات,Backlit با نور سفید رنگ,2 عدد,harman/kardon,,
اچ پی core i7 رم 8 | 256SSD گرافیک 2 لمسی باگارانتی Hp 840 G5 ا Hp 840 G5,۲۰٫۵۰۰٫۰۰۰ تومان,"لپ تاپ خانگی و مالتی مدیا, لپ تاپ دانش آموزی, لپ تاپ سبک, لپ تاپ لمسی",,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی ایسوس مدل M3500QC-L1335 ا Asus Ryzen 7-5800H 16GB-1TB SSD-4GB RTX 3050 15.6 inch HD Laptop,۲ فروشنده دیگر,,,,,,,,,Ryzen,,3.20GHz,,,,,,,,,,,2×,,,1TB,,,,,NVIDIA GeForce RTX 3050,,,,,,,,,,,1080 × 1920 @ FULL HD,,,,,,,,,,,,,,,,
لپ تاپ ایسوس ROG STRIX G713RW | 16GB RAM | 1TB SSD | Ryzen 7 6800H | VGA 3070TI 8GB ا Asus ROG STRIX G713RW,از ۸۴٫۲۰۰٫۰۰۰ تومان,,,,2.9,,,,,Ryzen 7,,,,,8,16,,,,,,4800MHz,,,,,,,,,,,,256Bit,125 تا 150 وات,,,,,IPS,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ ایسوس مدل TUF گیمینگ A - A17 FA707RM ا Asus TUF Gaming A17 FA707RM R7 6800H 16GB 1TB SSD 6GB FHD Laptop,۲ فروشنده دیگر,"تدوین, طراحی سنگین, گیمینگ",تایوان,394x264x25.4,2.6,فلز آلومینیوم، پلاستیک,AMD,AMD Rembrandt (Zen 3+),نسل 6,Ryzen 7,6800H,3.2GHz,4.7GHz,16MB,8,16,6 نانومتری,x86,45 وات,16GB,DDR5,4800MHz,2,Up to 32GB,SSD,2TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3060,6GB,GDDR6,192Bit,140 وات,115 وات,DirectX 12,4.0,17.3,IPS,Wide View,Full HD,1920x1080,144Hz,16:9,47.34%,62.5%,"(Power Delivery), 2",2,4Cell 90WHr,لیتیوم یون,1 الی 3 ساعت,240 وات,RGB backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر, کیف, ماوس"
لپ تاپ 17 اینچی ایسوس مدل Asus ROG Strix SCAR 17 G733ZM - B ا ASUS Corei9 12900H-16GB-1SSD-6GB GeForce RTX 3060-FHD-360Hz,از ۱۰۳٫۸۰۰٫۰۰۰ تومان,"برنامه نویسی, تدوین, طراحی سنگین, گیمینگ",تایوان,395x282x28.3,2.9,فلز آلومینیوم، پلاستیک,Intel,Alder Lake,نسل 12,Core i9,12900H,2.5GHz,5.0GHz,24MB,14,20,10 نانومتری,x86,45 وات,16GB,DDR5,4800MHz,2,Up to 64GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3060,6GB,GDDR6,192Bit,125 وات,140 وات,DirectX 12,4.0,17.3,IPS,Wide View,Full HD,1920x1080,360Hz,16:9,73.35%,100%,"(DisplayPort), (Power Delivery), (Thunderbolt 4), 2",2,4Cell 90WHr,لیتیوم یون,2 الی 3 ساعت,240 وات,RGB backlit,4 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر, کوله پشتی, ماوس"
لپ تاپ لنوو 15.6 اینچی مدل IdeaPad 3 15ITL6 Core i3 12GB 256GB SSD ا IdeaPad 3 15ITL6 Core i3 12GB 256GB SSD,۱۱ فروشنده دیگر,,,,1.75,,,,,Corei3,,,,,2,4,,,,,,2666MHz,,,,,,,,,,,,64Bit,,,,,,TN,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ ایسوس VivoBook R565JP | 8GB RAM | 1TB HDD | i7 | 2GB VGA ا Asus VivoBook R565JP,از ۲۸٫۵۰۰٫۰۰۰ تومان,,,360*234.9*19.9 میلی متر,,,,Ice Lake,نسل 10,1065G7,,,,8 مگابایت,4 هسته حقیقی + 8 هسته مجازی,,10 نانومتری,,15 وات,,,,1 عدد,,SSD,,PCIe NVMe,1عدد,,GeForce,,,,,,,,,,,,Full HD,1080x1920,60 هرتز,16.9,,,,,,,,65 وات,,2 عدد,SonicMaster,,
لپ تاپ 16 اینچی HP مدل OMEN 16 B0003-A,۶۶٫۹۰۰٫۰۰۰ تومان,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming F15 FX507ZC i5 12500H 16GB 1TB RTX3050 4GB ا Asus TUF Gaming F15 FX507ZC i5 12500H 16GB 1TD 4GB RTX3050 FHD 15.6 inch Laptop,از ۴۳٫۱۰۰٫۰۰۰ تومان,,,,,پلاستیک,,,Alder Lake,Core i5,,,,,12,,,,45 وات,,,3200 مگاهرتز,2 عدد,,,,,2 عدد,,,,,,128 بیت,128 بیت,95 وات,DirectX 12,4.0,,,,1920x1080 پیکسل - Full HD,,,16:9,,,,,,,,,RGB backlit,,,2 عدد,
Apple MacBook Pro 16 CTO M2 MAX 64 1SSD ا لپ تاپ اپل مک بوک پرو CTO,۲ فروشنده دیگر,,,,,آلومینیوم,,,,Apple M2 Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456X2234 native,,,16:10,,,,,,,,,,,,,
لپ تاپ ایسوس G513RW | 32GB RAM | 1TB SSD | Ryzen 9 6900HX | VGA 3070TI 8GB ا ASUS ROG G513RW STRIX,از ۸۶٫۸۰۰٫۰۰۰ تومان,"تدوین, طراحی سنگین, گیمینگ",تایوان,354x259x27.2,2.3,فلز، پلاستیک,AMD,Rembrandt H (Zen 3+),نسل 6,Ryzen 9,6900HX,3.3GHz,4.9GHz,20MB,8,16,6 نانومتری,x86,45 وات,32GB,DDR5,4800MHz,2,,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3070 Ti,8GB,GDDR6,256Bit,125 وات,150 وات,DirectX 12,4.0,15.6,IPS,Wide View,WQHD,2560x1440,165Hz,16:9,,,"(DisplayPort), (Power Delivery), 2",2,4Cell 90WHr,لیتیوم یون,2 الی 3 ساعت,280 وات,Backlit Chiclet Keyboard Per-Key RGB,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر, کوله پشتی, ماوس"
لپ تاپ  ایسوس  UX363EA | 16GB RAM | 1TB SSD | i7 | ا ASUS  ZenBook  Flip  13  OLED   UX363EA  A,۸۵٫۰۳۰٫۰۰۰ تومان,,,,,,,,,11th Gen\Tiger Lake,,2.80GHz,,,,,,,,,,,1×,,,1TB,,,,,,,,,,,,,,,,1080×1920 @ FHD,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ الین ویر مدل Alienware M18 2023 i9-13900HX RTX4090 64GB 2TB 2.5K 165HZ,۳۰۰٫۴۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ۱۵ اینچی اچ پی مدل ZBook G5 ا HP ZBook G5 | 15 Inch | Core i7 | 32GB | 512GB | 4GB,۳ فروشنده دیگر,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ۱۵ اینچ اپل مک بوک پرو MV912 ا Apple MacBook Pro MV912 | 15 inch | Core i9 | 16GB | 512GB | 4GB,۵۵٫۶۰۰٫۰۰۰ تومان,,,,,آلومینیوم,,,,Core i9,Apple MacBook Pro MV932 With Touch Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1800 × 2880) +Quad HD,,,,,,,,,تا 10 ساعت,,,,,,
لپ تاپ اچ پی کروم بوک Laptop HP Chromebook 14a,۱۴٫۶۹۰٫۰۰۰ تومان,"عمومی, مولتی مدیا",,,,,,,,,HP Chromebook 14A G5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"آداپتور برق, دفترچه راهنما"
لپ تاپ لنوو 4GB RAM | 1TB HDD | 256GB SSD | N4020 | V15 ا Laptop Lenovo V15,۲ فروشنده دیگر,,,,,,,,,Celeron,,,,,2 هسته‌ای,2 رشته‌ای,,,,,,,,,,,,,,,,,,,,,,,,,,,768 × 1366 مگاپیکسل,,,,,,,,,,,,,,,
لپ تاپ ام اس آی مدل ریدر B - GE67 12UGS ا MSI Raider GE67 12UGS i9 12900HX 32GB 1TB SSD 8GB QHD Gaming Laptop,۱ فروشنده دیگر,,,,,,,,,12th Gen\Alder Lake,,"2.4GHz @ هسته پُـر مصرف, 1.7GHz @ هسته کم مصرف",,,,,,,,,,,2×,,,1TB,,,,,NVIDIA GeForce RTX 3070 Ti,,,,,,,,,,,1440 × 2560 @ QHD,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ الین ویر مدل Alienware x16 R1 2023 i9-13900HK RTX4090 32GB 1TB 2.5K 240HZ,۲۷۲٫۶۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس 17.3 اینچی مدل ROG Strix G713RW پردازنده Ryzen 9 6900HX رم 16GB حافظه 1TB SSD گرافیک 8GB 3070Ti ا ROG Strix G713RW Ryzen 9 6900HX 16GB 1TB SSD 8GB RTX 3070Ti Full HD Laptop,۴ فروشنده دیگر,"تدوین, دانشجویی, طراحی سنگین, گیمینگ, مالتی مدیا",تایوان,395x282x28.3,2.9,فلز، پلاستیک,AMD,AMD Rembrandt (Zen 3+),نسل 6,Ryzen 9,6900HX,3.3GHz,4.9GHz,16MB,8,16,6 نانومتری,x86,45 وات,16GB,DDR5,4800MHz,2,Up to 32GB,SSD,1TB,PCIe NVMe,2,NVIDIA,GeForce,RTX 3070 Ti,8GB,GDDR6,256Bit,125 وات,150 وات,DirectX 12,4.0,17.3,IPS,Wide View,Full HD,1920x1080,360Hz,16:9,75.35%,100%,"(DisplayPort), (Power Delivery), 2",2,4Cell 90WHr,لیتیوم یون,1 الی 3 ساعت,240 وات,RGB backlit,2 عدد,Dolby Atmos,2,"دفترچه راهنما, شارژر, کابل شارژر, کیف, ماوس"
لپ تاپ ایسوس مدل ZenBook UM3402YA-A R5 5625U ظرفیت 512 گیگابایت رم 8 گیگابایت 14 اینچ ا Asus R5 5625U-8GB-512SSD-Vega7-2.8K OLED Laptop,۴۱٫۹۹۰٫۰۰۰ تومان,,,,,پلاستیک,,,,Ryzen 5,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1800 × 2880 - 2.8K,,,,,,,,,,,,,,,,
lenovo ideapad 1 (N4120) 4GB 256SSD+128EMMC INTEL ا لپ تاپ 15 اینچی لنوو مدل ideapad 1,۴ فروشنده دیگر,,,,1.54,,,,,Celeron,,,,,4,4,,,,,,2400MHz,,,,,,,,,,,,,,,,,,TN,,HD,768*1366,,,,,,,,,,,,,,,
لپ تاپ 15.6 اینچی ایسوس مدل Strix ROG G531GT ا Strix ROG G531GT Core i7 16GB 1TB 512GB SSD 4GB Laptop,۱ فروشنده دیگر,,,,,,,,,Core i7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مک بوک پرو 16 اینچ کاستوم M2 Max پردازنده 12core - 38core حافظه رم 96 گیگابایت هارد 1 ترابایت SSD نقره ای,۲۶۲٫۰۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس   R427FA | 4GB AM | 1TB HDD | i3 ا ASUS  VivoBook  14  R427FA,۶ فروشنده دیگر,,,,,,,,,Core i3,,,,4 مگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ 15.6 اینچ Acer مدل Nitro 5 AN515-58-787Q,از ۵۹٫۸۵۰٫۰۰۰ تومان,,,360.6x271.7x26.9,,,,Alder Lake-P,نسل 12,12700H,,,,24 MB,14 هسته حقیقی + 20 رشته مجازی,,10 نانومتری,,45 تا 115 وات,,,,2 عدد,,SSD,,PCIe NVMe,2 عدد,,GeForce,,,,,,,,,,IPS,,Full HD,1080x1920,165 هرتز,16:9,,,,,,,,,RGB backlit,2 عدد,,,
لپ تاپ 14 اینچی ایسوس مدل ZenBook Duo UX481FLC - AP ا ZenBook Duo UX481FLC - AP Core i7 16GB 1TB SSD 2GB Full HD Laptop,۸۱٫۹۴۰٫۰۰۰ تومان,,,,,,,,,10510U,,,,8 مگابایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ ایسوس 15.6 اینچی مدل X515EP پردازنده Core i5 1135G7 رم 16GB حافظه 1TB SSD گرافیک 2GB ا X515EP Core i5 1135G7 16GB 1TB SSD 2GB MX330 FHD Laptop,۷ فروشنده دیگر,,,,1.8,,,,,Corei5,,,,,4,8,,,,,,3200MHZ,,,,,,,,,,,,64Bit,,,,,,TFT,,FULL HD,1080*1920,,,,,,,,,,,,,,,
"لپ تاپ Lenovo IdeaPad 3 Core i7 (1255U) 8GB 512GB SSD Intel 15.6"" FHD",از ۲۷٫۵۸۸٫۰۰۰ تومان,,,,2,,,,,Corei7,,,,,4,8,,,,,,3200MHZ,,,,,,,,,,,,64Bit,,,,,,TN,,FULL HD,1080*1920,,,,,,,,,,,,,,,
لپ تاپ ایسر A315 | 12GB RAM | 1TB HDD | 512GB SSD | i7 1165G7 | VGA Mx350 2GB ا Aspire A315 Laptop,۵ فروشنده دیگر,,,19.9×238.4×363.4,1.7,,,,,Core i7,MX350,2.8GHz,4.7GHz,,4,8,,,,,,,,,GDDR5,,,,,,,,,64Bit,,,,,,TFT,,FULL HD,1080 × 1920,,,,,,,2Cell 36WHr,,,,,,,,
لپ تاپ HP EliteBook 8570w ا i7-رم8-هارد256ssd-گریدA,۱۰٫۶۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ لنوو 15.6 اینچی مدل IdeaPad 3 15ITL6 i5 16GB 512GB NOS ا Lenovo i5 1135G7-16GB-512GB SSD-2GB Geforce MX350-TN ۱۵.۶ inch FHD Laptop,۵ فروشنده دیگر,,,359.2×236.5×19.9,1.65,پلاستیک,,,,Core i5,MX350,2.5GHz,4.5GHz,,4,8,,,,,,,,,GDDR5,,,,,,,,,64Bit,,,,,,TN,,FULL HD,1080 × 1920,,,,,,1 عدد,2Cell 38WHr,,,,,,,,
لپ تاپ گیمینگ ایسوس راگ مدل ASUS ROG Zephyrus M16 i9-13900H RTX4070 16GB 1TB 240HZ Mini LED,۱۳۴٫۷۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ اچ پی Victus 15-FA0026NQ-ZA,۲ فروشنده دیگر,"برنامه نویسی, تدوین, دانشجویی, طراحی, گیمینگ, مالتی مدیا",آمریکا,375.9x264.1x20.8,2.2,پلاستیک,Intel,Raptor Lake,نسل 13,Core i5,13420H,1.5GHz,3.4GHz,12MB,8,12,10 نانومتری,x86,45 وات,8GB,DDR4,3200MHz,1,Up to 16GB,SSD,1TB,PCIe NVMe,1,NVIDIA,GeForce,RTX 2050,4GB,GDDR6,64Bit,,,DirectX 12,4.0,15.6,IPS,,Full HD,1920x1080,144Hz,16:9,,,"(DisplayPort), (Power Delivery), 1",,3Cell 52.5WHr,لیتیوم پلیمر,1 الی 3 ساعت,,Single Light,2 عدد,B&O speakers,2,"دفترچه راهنما, شارژر, کابل شارژر"
ASUS TUF Gaming A15 FA507RM Ryzen 7 (6800H) - 16GB - 1TB SSD - 6GB (RTX3060) Laptop ا لپ تاپ 15.6 اینچی ایسوس تاف A15 FA507RMRyzen 7 (6800H) - 16GB - 1TB SSD - 6GB (RTX3060),۷ فروشنده دیگر,,,22.4 × 251 × 354 میلی‌متر,,,,,نسل 6,6800H,,,,16 مگابایت,8 هسته حقیقی + 16 هسته مجازی,,6 نانومتری,,45 وات,,,,2 عدد,,SSD,,PCIe NVMe Gen 3.0,2 عدد,,GeForce,,,,,,140 وات,DirectX 12,,,IPS,,,1080x1920,144 هرتز,,,,,,,,,240 وات,Backlit Chiclet Keyboard 1-Zone RGB,2 عدد,Dolby Atmos,,
لپ تاپ گیمینگ لنوو گیک پرو مدل Lenovo GeekPro G5000 R7 7840H RTX4060 115W 2.5K 165Hz 2023,۶۱٫۹۹۰٫۰۰۰ تومان,,,,2.4,,,,,,,,,,,,,,,,,,دو اسلات رم,,,,,,,,,,,,,,,,,,,,2K,,,,,,,,,,,,,Harman speakers with Nahimic Audio,,
لپ تاپ سرفیس پرو 4 مایکروسافت cor i7 رم 16 هارد 512 SSD,۱۷٫۹۰۰٫۰۰۰ تومان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
لپ تاپ گیمینگ گیگابایت مدل GIGABYTE AORUS 15G RX5G i7-12700H RTX3070Ti 16GB 1TB 165Hz 2K,۷۷٫۰۰۰٫۰۰۰ تومان,,,,2.4,,,,,Corei7,,,,,14,20,,,,,,3200MHZ,,,,,,,,,,,,256Bit,130 وات,,,,,IPS,,QHD,1440*2560,,,,,,,,,,,,,,,
